subject,object,relation,uid,status
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:40181545:JBe2Anpmz7sbtP9Bu7FCtB,KG_ALREADY_EXISTS
micro-dystrophins,Duchenne muscular dystrophy,Drug - Disease (indication),:40181545:j52RyasTooKo4XZjfSR8Hg,ONLY_ONE_SIDE_SYNONYM
mini-dystrophins,Duchenne muscular dystrophy,Drug - Disease (indication),:40181545:XmChyhUFzR9rTAmp7WvSgn,ONLY_ONE_SIDE_SYNONYM
full-length dystrophins,Duchenne muscular dystrophy,Drug - Disease (indication),:40181545:RfYBfLFaSF95v7TpskGqmW,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,progressive neuromuscular disorder,Disease - Phenotype (positive),:40172561:YF9BeBJLfjA4eMdt8oCk9H,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,gradual weakening and deterioration of muscles,Disease - Phenotype (positive),:40172561:Lbm3bg72YprBhnQF8sLnDj,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,loss of ambulation,Disease - Phenotype (positive),:40172561:42nuzHu6ejdud3UiMeTtBz,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,neuromuscular disease,Disease - Disease,:40167615:V2iACj39w4LjcSTisUMBDn,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,severe physical and psychological damage,Disease - Phenotype (positive),:40167615:bSNTUhnS6hwPVDYx4c5YAJ,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,progressive scoliosis,Disease - Phenotype (positive),:40167615:GdPFFd5siK5H6ZoGuyyaFG,ONLY_ONE_SIDE_SYNONYM
ataluren,Duchenne muscular dystrophy,Drug - Disease (indication),:40156864:GUW5KX2iZabXUyiJRUjb2F,APPROVED
Ataluren,low toxicity,Drug - Phenotype,:40156864:QxeCMDHdFu8mZFkRFNRPVj,ONLY_ONE_SIDE_SYNONYM
ataluren,release factor complex (RFC),Drug - Protein,:40156864:JoWmNcwwmcEnDmFzWB2nH2,ONLY_ONE_SIDE_SYNONYM
ataluren,aminoglycoside G418,Drug - Drug,:40156864:nYMDTcZb8Vae6fMLRS7GLp,ONLY_ONE_SIDE_SYNONYM
neuromuscular disorders,DMD gene,Disease - Protein,:40155657:P6zapomKBxFiYFhwZZYiWY,ONLY_ONE_SIDE_SYNONYM
several major cancer types,DMD,Disease - Protein,:40155657:M5PxwM36zFg5Bskyap3Ygm,ONLY_ONE_SIDE_SYNONYM
head and neck squamous cell carcinoma (HNSCC),DMD,Disease - Protein,:40155657:o5rGh9EVeofr4rPsgqetCh,NO_ID
improved overall survival,DMD,Phenotype - Protein,:40155657:SEidEpJKrmyPwt3XJgeoZh,ONLY_ONE_SIDE_SYNONYM
progression-free survival,DMD,Phenotype - Protein,:40155657:MGMNQqf83SG2yhjN6ek4fR,ONLY_ONE_SIDE_SYNONYM
better outcomes,Dp71ab transcript,Phenotype - Protein,:40155657:CzjLctqbf6XCFbMRY2QFG8,TWO_SIDE_NO_SYNONYM
poor outcomes,DMD,Phenotype - Protein,:40155657:hGmdrocv4EQcgdFy7PP2FT,ONLY_ONE_SIDE_SYNONYM
longer overall survival,dystrophin,Phenotype - Protein,:40155657:UAuoAJY7ZJTF9oppqyEnaD,ONLY_ONE_SIDE_SYNONYM
nuclear morphology,Dp71ab,Phenotype - Protein,:40155657:YiyUDTex9yscG6gDKXuUQY,TWO_SIDE_NO_SYNONYM
proliferation,Dp71ab,Phenotype - Protein,:40155657:Ss66En3XUJJ8P8ktuVCjic,ONLY_ONE_SIDE_SYNONYM
HNSCC,DMD,Disease - Protein,:40155657:coWevK2WJyFgHM6fFzXW8R,NO_ID
Duchenne Muscular Dystrophy,intramuscular collagen,Disease - Phenotype (positive),:40154003:6WofpQby3ATe89SQiiUFMS,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,collagen waviness,Disease - Phenotype (positive),:40154003:L9cdxeuwGV8Qr37vvHEauh,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,fatty tissue,Disease - Phenotype (positive),:40154003:mzpDR5mxYpiKycwRhV2wpV,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,collagen density,Disease - Phenotype (positive),:40154003:4jDyicEsspjKvfYvtd3MSP,ONLY_ONE_SIDE_SYNONYM
dystrophinopathy,Dp427,Disease - Protein,:40153910:e56YqmTBUYE8c9hJ3FkrCi,ONLY_ONE_SIDE_SYNONYM
dystrophinopathy,Dp140,Disease - Protein,:40153910:gnJYNDVAshJxHdFa4myjHG,ONLY_ONE_SIDE_SYNONYM
dystrophinopathy,Dp71,Disease - Protein,:40153910:JFKAhCCFT8kTycuMBxAfzC,ONLY_ONE_SIDE_SYNONYM
Dp71,"significantly lower verbal, performance, and FSIQ",Phenotype - Protein,:40153910:GLAGkqg46UXWvQrz6NfwSo,TWO_SIDE_NO_SYNONYM
Dp71,intellectual disability,Phenotype - Protein,:40153910:WjsWqPfbvM3Jhniz2GqdeJ,ONLY_ONE_SIDE_SYNONYM
Dp71 isoform,cognitive impairment,Phenotype - Protein,:40153910:h4baUw4wTQaN5dRLb8yGSL,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,pathology,Disease - Phenotype (positive),:40147446:3s8bywWc4UtiCZ8zhmfMmV,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,motor dysfunction,Disease - Phenotype (positive),:40147446:XoYJuJxXfrmAwTP99VSt2v,APPROVED(NODE_ALL_EXISTS)
dystrophin expression,dystrophin,Biological process - Protein,:40147446:inJBSS5LLEVumRr3txi8RH,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,progressive degeneration of skeletal and cardiac muscles,Disease - Phenotype (positive),:40141224:8LTh79ikuvQEYxTe2gBBg2,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:40141224:DWbxSgQPfTonaXCoJRFVFV,KG_ALREADY_EXISTS
antisense oligonucleotides (ASO),DMD,Drug - Disease (indication),:40141224:CActx6foGd8Ct9Eho42gXm,ONLY_ONE_SIDE_SYNONYM
antisense oligonucleotides (ASO),valproic acid (VPA),Drug - Drug,:40141224:oEHSCcDuuHmaGnD4qiDg6b,ONLY_ONE_SIDE_SYNONYM
antisense oligonucleotides (ASO),dystrophin,Drug - Protein,:40141224:oYE9AG74YNyPoseKwSMXGQ,ONLY_ONE_SIDE_SYNONYM
valproic acid (VPA),dystrophin,Drug - Protein,:40141224:i3yDrSoYQSUaVuevBhhqnH,APPROVED
perindopril,DMD,Drug - Disease (indication),:40130400:VPHiWp7KmpmNLmpPCSXnPB,APPROVED
bisoprolol,DMD,Drug - Disease (indication),:40130400:HaXVzwN5oGm6PiJ4vzVRUe,APPROVED
DMD,ventricular dysfunction,Disease - Phenotype (positive),:40130400:bcs5AMxBDU8duyijLJ2uJG,APPROVED(NODE_ALL_EXISTS)
DMD,reduced LVEF%,Disease - Phenotype (positive),:40130400:iQZFTAgDjW4E5S3TrnDDmc,ONLY_ONE_SIDE_SYNONYM
perindopril,bisoprolol,Drug - Drug,:40130400:dCVevRewaU9Lpqb5axLzPw,APPROVED
Duchenne muscular dystrophy,progressive myodegenerative disease,Disease - Phenotype (positive),:40118057:mJMVYvdAGbj2qMtQtkbM3h,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,severe muscle weakness,Disease - Phenotype (positive),:40118057:YGBG7nCsT2esAYkFzqEGFR,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,premature death,Disease - Phenotype (positive),:40118057:S2DoiB7UodrbPwTPbmdGTH,ONLY_ONE_SIDE_SYNONYM
CDCs,DMD,Drug - Disease (indication),:40118057:FARdqe8MLZ3vuQ4PYPB9Cm,APPROVED
Duchenne muscular dystrophy,progressive muscle degeneration,Disease - Phenotype (positive),:40114059:CLEmsW7nvDATdH66z2Za3J,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,neuropsychiatric abnormalities,Disease - Phenotype (positive),:40114059:Z2Zp93Ud7c8fKSipVWeJEp,ONLY_ONE_SIDE_SYNONYM
DMD,full-length dystrophins,Disease - Protein,:40114059:4xPPMfPJm36e6ppvRiBX9o,ONLY_ONE_SIDE_SYNONYM
hippocampus,full-length dystrophins,Anatomy - Protein (present),:40114059:KieU9WB3ixPGpsx6xgUQhZ,ONLY_ONE_SIDE_SYNONYM
cerebral cortex,Dp427c,Anatomy - Protein (present),:40114059:My3F6wXLPKqER8uxaTtQkX,ONLY_ONE_SIDE_SYNONYM
cerebellar Purkinje cells,Dp427p,Anatomy - Protein (present),:40114059:hfzGSh5qQtJ76PQQFMKFZB,ONLY_ONE_SIDE_SYNONYM
dysregulation of glucose metabolism,GLUT1 protein,Biological process - Protein,:40114059:fvAeiAW8oc9xWfCA9Jp4Lt,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,muscular dystrophy,Disease - Disease,:40112439:6bkNMEg8PoH2SaWBVYnWYi,APPROVED(NODE_ALL_EXISTS)
DMD,masticatory or swallowing difficulties,Disease - Phenotype (positive),:40112439:jTaYNDJUyhRPBcJUWWMxKS,ONLY_ONE_SIDE_SYNONYM
DMD,lower median MBF,Disease - Phenotype (positive),:40112439:fq6vozYrCzBHAuCEymn4js,ONLY_ONE_SIDE_SYNONYM
DMD,higher median FSF,Disease - Phenotype (positive),:40112439:RBRbJNmprE3qgXQH7GZTA5,ONLY_ONE_SIDE_SYNONYM
neuromuscular disorders,progressive muscle damage,Disease - Phenotype (positive),:40110646:EUgpqQ5hiUd85wLWyavt7c,ONLY_ONE_SIDE_SYNONYM
neuromuscular disorders,elevation of circulating muscle proteins,Disease - Phenotype (positive),:40110646:F7F9buc5psjtceyrj22B8C,ONLY_ONE_SIDE_SYNONYM
NMDs,exercise intolerance,Disease - Phenotype (positive),:40110646:nF7eJqw75fVMXMsMffkYqa,APPROVED(NODE_ALL_EXISTS)
NMDs,higher concentrations of muscle injury proteins,Disease - Phenotype (positive),:40110646:AeTp6wJUTaKffiTJfHrKPV,ONLY_ONE_SIDE_SYNONYM
myopathies,Common Signature of Circulating Proteins,Disease - Phenotype (positive),:40110646:787KTFQhhqpLnKtCFNSq2U,TWO_SIDE_NO_SYNONYM
myopathies,activity-injury,Disease - Phenotype (positive),:40110646:dSCRiSsn3xvsGhV3M5hmaD,TWO_SIDE_NO_SYNONYM
Exercise,Circulating Proteins,Exposure - Protein,:40110646:6Lk2c74cdz56UBAxUAscMZ,TWO_SIDE_NO_SYNONYM
neuromuscular disorders,circulating muscle proteins,Disease - Protein,:40110646:XnbopYYfZuhmjqHscYScXg,ONLY_ONE_SIDE_SYNONYM
NMDs,muscle injury proteins,Disease - Protein,:40110646:cBF8qFqbAGBmy7nN3kV4Pt,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,Circulating Proteins,Disease - Protein,:40110646:58dqva5yTqqF4kp7hxccJY,ONLY_ONE_SIDE_SYNONYM
limb girdle muscular dystrophy types R9,Circulating Proteins,Disease - Protein,:40110646:4jUXDbHECctHiPqZd8sEPT,ONLY_ONE_SIDE_SYNONYM
limb girdle muscular dystrophy types R12,Circulating Proteins,Disease - Protein,:40110646:AqCDwrPNcdnvHEAvXbphpJ,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,lower dual-task performance,Disease - Phenotype (positive),:40107171:3rk2RumJrPZVLdmUpXyzGc,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,progressive muscle degeneration,Disease - Phenotype (positive),:40102886:W9DTcixGuYoaAdgExukDvF,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,weakness,Disease - Phenotype (positive),:40102886:j8eaWLaoCwaR2nnDMmNK9c,APPROVED(NODE_ALL_EXISTS)
spinal muscular atrophy,progressive muscle degeneration,Disease - Phenotype (positive),:40102886:WbgCsK9YVCnYe6RSWVXvz6,APPROVED(NODE_ALL_EXISTS)
spinal muscular atrophy,weakness,Disease - Phenotype (positive),:40102886:HuLBma2F6Y754Vs6sNmdE9,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,acute myeloid leukemia,Disease - Disease,:40101139:idXW6bW58MwJtfJwmt3ijV,APPROVED(NODE_ALL_EXISTS)
acute myeloid leukemia,hereditary hematologic malignancy syndrome,Disease - Disease,:40101139:A7WAEwUZWSVT9VM5tapUhK,ONLY_ONE_SIDE_SYNONYM
malignancy,dystrophin,Disease - Protein,:40101139:VaCvWSLWpBXC7kaapSboaP,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,malignancies,Disease - Disease,:40101139:6WYUoozs3GNCCyUZytz4BH,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscle impairments,Disease - Phenotype (positive),:40100909:Cgn45uLBLFYj2MvJpjZeBT,ONLY_ONE_SIDE_SYNONYM
DMD,muscle weakness,Disease - Phenotype (positive),:40100909:bmi8yK27TZ7Fe8Tbs4bh7L,KG_ALREADY_EXISTS
DMD,contractures,Disease - Phenotype (positive),:40100909:JVz4Q9GWzwyy3Dq2piyy2u,APPROVED(NODE_ALL_EXISTS)
DMD,muscle size alterations,Disease - Phenotype (positive),:40100909:jTvT4QHA4AR8ASeuLUnKvv,ONLY_ONE_SIDE_SYNONYM
DMD,m. medial gastrocnemius size,Disease - Phenotype (positive),:40100909:33GR5Xfj6DHgvQVzMU7jqs,ONLY_ONE_SIDE_SYNONYM
DMD,knee flexion strength,Disease - Phenotype (positive),:40100909:H6dSC4hamsfMgaF7GMMs24,ONLY_ONE_SIDE_SYNONYM
DMD,muscle strength,Disease - Phenotype (positive),:40100909:m7WUWwsM4mDhNd3FvvQfaQ,ONLY_ONE_SIDE_SYNONYM
DMD,dorsiflexion ROM,Disease - Phenotype (positive),:40100909:9MqqQySkBEea22noF8vonj,ONLY_ONE_SIDE_SYNONYM
DMD,m. rectus femoris size,Disease - Phenotype (positive),:40100909:ZDK4BtrmUKtwQgDoK32wAa,ONLY_ONE_SIDE_SYNONYM
AAV-delivered microdystrophin,Duchenne muscular dystrophy,Drug - Disease (indication),:40098958:hVujH5qqEZPZpSR9EwxZVp,ONLY_ONE_SIDE_SYNONYM
complement receptor antibodies,complement receptor 1/2/3 (CR 1/2/3),Drug - Protein,:40098958:RfkxJY5GZ63CFy2GxRNnjs,TWO_SIDE_NO_SYNONYM
TLR 7/8/9 antagonist,TLR 7/8/9,Drug - Protein,:40098958:QvLfZkz35RE3oXt4hR97wT,TWO_SIDE_NO_SYNONYM
combination treatment with complement receptor 1/2/3 antibodies and a TLR 7/8/9 antagonist,inflammatory and immune responses,Drug - Phenotype,:40098958:PP2npdNKSNa488RGcpZwoC,TWO_SIDE_NO_SYNONYM
Becker muscular dystrophy,X-linked muscular dystrophy,Disease - Phenotype (positive),:40094282:LcGiHDJBaEhZS6SQgJKCiq,NO_ID
Becker muscular dystrophy,Duchenne muscular dystrophy (DMD),Disease - Protein,:40094282:mJtcQgnAof6WpcJQVkHpvM,NO_ID
Becker muscular dystrophy,muscle weakness,Disease - Phenotype (positive),:40094282:kpaVUkUTrS97gjYWLCLLny,KG_ALREADY_EXISTS
Becker muscular dystrophy,muscle degeneration,Disease - Phenotype (positive),:40094282:oVsJwJunhzQbLGJyDVPGMT,KG_ALREADY_EXISTS
Becker muscular dystrophy,fibrosis,Disease - Phenotype (positive),:40094282:FEfFtzhTqGgNYkwGezxJR7,NO_ID
Becker muscular dystrophy,selective type IIa fiber reduction,Disease - Phenotype (positive),:40094282:XXzgaLULt3RvySy2Ncchmh,ONLY_ONE_SIDE_SYNONYM
sarcolemma,neuronal nitric oxide synthase (nNOS),Cellular component - Protein,:40094282:Ypv5EF2FWNyZxdLuj453nj,KG_ALREADY_EXISTS
Becker muscular dystrophy,sarcolemmal neuronal nitric oxide synthase (nNOS) reduction,Disease - Phenotype (positive),:40094282:VgGNLLLVR4jiQS4ZLVRdQa,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,morphological capillary changes,Disease - Phenotype (positive),:40094282:UaqT5yBnTrka5iyqDNXery,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:40089543:dia3JNt9tphUQhPosCoaL4,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,impaired cardiac function,Disease - Phenotype (positive),:40089543:mmjhCUbAevx6BiVD4u2i7g,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,arrhythmias,Disease - Phenotype (positive),:40089543:F8ozueZQKDM7z8TqLM9fnH,KG_ALREADY_EXISTS
ivabradine,heart failure,Drug - Disease (indication),:40089543:L5wndbVKskaD3SweuvDycP,APPROVED
IVA,DMD patients,Drug - Disease (off-label use),:40089543:5abr2Dpoeyy45Uzv9zd6wf,TWO_SIDE_NO_SYNONYM
IVA,contractile function,Drug - Phenotype,:40089543:WJYmz8Dgr2EzUSkuoqoU42,TWO_SIDE_NO_SYNONYM
IVA,cardiac systolic function,Drug - Phenotype,:40089543:2cTRkEx7d3uitHwW6ZnXkY,TWO_SIDE_NO_SYNONYM
drug,left ventricular ejection fraction,Drug - Phenotype,:40089543:USsK7HfKZAfFYX4sJ7bRLD,ONLY_ONE_SIDE_SYNONYM
drug,fractional shortening,Drug - Phenotype,:40089543:GXbEVUftgp4ZoxHpjfK3xu,TWO_SIDE_NO_SYNONYM
drug,end-systolic,Drug - Phenotype,:40089543:73mPMUytEdps9NRJiwcy6C,TWO_SIDE_NO_SYNONYM
drug,end-diastolic diameters,Drug - Phenotype,:40089543:b4ZnTR4a5crFY8vpd4mxgs,TWO_SIDE_NO_SYNONYM
IVA,cardiac fibrosis,Drug - Phenotype,:40089543:5BJWnzbUcTb3muCF2d7ZCe,TWO_SIDE_NO_SYNONYM
drug,vascular function,Drug - Phenotype,:40089543:DN6KdNTmoHY9EqeibEMpDB,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,devastating X-linked disorder,Disease - Phenotype (positive),:40085707:C58fWRAdrzysDrdivDFDB5,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:40085707:PZY2yKojPBARAXMzCbLqcT,KG_ALREADY_EXISTS
glucocorticoid derivatives,DMD,Drug - Disease (indication),:40085707:2mGvS3BRUd2xWeYiw7kPkX,ONLY_ONE_SIDE_SYNONYM
DMD,pathogenic features,Disease - Phenotype (positive),:40085707:V4bBzJaKk5RpevcxSMXcKY,ONLY_ONE_SIDE_SYNONYM
signal transduction pathway,EZH2,Pathway - Protein,:40085707:USnpcJ5S3U6udsgsnr6vTr,ONLY_ONE_SIDE_SYNONYM
EZH2 inhibitors,improved muscle phenotype,Drug - Phenotype,:40085707:DejCEa6JRnFWS7TgfYxTsn,TWO_SIDE_NO_SYNONYM
EZH2 inhibitors,immune-suppressing effect,Drug - Phenotype,:40085707:6TaJyJ3rczRkBXvW7CuKhy,TWO_SIDE_NO_SYNONYM
glucocorticoids,muscle weakness,Drug - Phenotype,:40085707:9Q3YJF4E47V8b7YjmVQJ2q,ONLY_ONE_SIDE_SYNONYM
glucocorticoids,fibrogenic effects,Drug - Phenotype,:40085707:gaAp8iUbPrtDzBzMzLEqX7,TWO_SIDE_NO_SYNONYM
chronic glucocorticoids,Duchenne muscular dystrophy (DMD),Drug - Disease (indication),:40080633:PrfNY8hCnfwgjzxDZAZbh3,ONLY_ONE_SIDE_SYNONYM
DMD,fractures,Disease - Phenotype (positive),:40080633:A3Q6Sfyb9ekWXX3HJvSe48,ONLY_ONE_SIDE_SYNONYM
DMD,shorter,Disease - Phenotype (positive),:40080633:FBwvnev89yTKa9fmVjzApf,ONLY_ONE_SIDE_SYNONYM
DMD,PDGF-BB,Disease - Protein,:40080633:BMxyChyZddzw2SsZP3UbBs,ONLY_ONE_SIDE_SYNONYM
DMD,circulating POCs,Disease - Phenotype (positive),:40080633:gVDigPJrrR9AFCeoKMBuxk,ONLY_ONE_SIDE_SYNONYM
DMD,circulating SPCs,Disease - Phenotype (positive),:40080633:V2cPfEzHHTC5UkbMPgQy2g,ONLY_ONE_SIDE_SYNONYM
DMD,CD34+ cells,Disease - Phenotype (positive),:40080633:L6Ptb7nxFLH8sPCHe6GR3s,ONLY_ONE_SIDE_SYNONYM
splice-switching therapy,spinal muscular atrophy,Drug - Disease (indication),:40076889:FcAfaRoMCzHo9SEWCjuP5u,ONLY_ONE_SIDE_SYNONYM
splice-switching therapy,Duchenne muscular dystrophy,Drug - Disease (indication),:40076889:cJTeR4w8APG4rXwkSfr2uw,ONLY_ONE_SIDE_SYNONYM
splice-switching therapy,monogenic diseases,Drug - Disease (indication),:40076889:JLS3UwqX6awMuDTZzXxNkw,TWO_SIDE_NO_SYNONYM
therapies that alter protein function by regulating splicing,monogenic diseases,Drug - Disease (indication),:40076889:nA2rrjRDrwUPWmY4cnuvJ5,TWO_SIDE_NO_SYNONYM
therapies that alter protein function by regulating splicing,cancer,Drug - Disease (indication),:40076889:bEa35qfkcSfnjeFKiL8VdG,ONLY_ONE_SIDE_SYNONYM
therapies that alter protein function by regulating splicing,immune-related disorders,Drug - Disease (indication),:40076889:5D3adxisH5P6SYMyX53qni,TWO_SIDE_NO_SYNONYM
splice-switching therapy,noncurable diseases,Drug - Disease (indication),:40076889:392mdV5B2Wf3bMFtCxNBH6,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,muscle dystrophic changes,Disease - Phenotype (positive),:40067893:UjXuqDsBQWFTg88omjqQvd,ONLY_ONE_SIDE_SYNONYM
MyoAAV-UA,utrophin,Drug - Protein,:40064877:n2JAWfY8ijzXypvg7LdXbd,ONLY_ONE_SIDE_SYNONYM
MyoAAV-UA,utrophin-glycoprotein complexes,Drug - Protein,:40064877:Co2LYD5GF8FMqp2HNSbC7H,TWO_SIDE_NO_SYNONYM
MyoAAV-UA,DMD,Drug - Disease (indication),:40064877:3v6oiY9YJrTryuCsbPVYeh,ONLY_ONE_SIDE_SYNONYM
human myogenic progenitor cells (MPCs),muscle-wasting diseases,Drug - Disease (indication),:40056909:Za7tzRXn5KEYr98EUYaKmu,TWO_SIDE_NO_SYNONYM
human myogenic progenitor cells (MPCs),Duchenne muscular dystrophy (DMD),Drug - Disease (indication),:40056909:PFM79i4r66DEeQUhAS6tE7,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy (DMD),dystrophin,Disease - Protein,:40056909:SeXMpACPewKjCRvqUR7zEp,KG_ALREADY_EXISTS
hydrogel-based cell therapy,muscle-wasting diseases,Drug - Disease (indication),:40056909:GaDt4Yb5VZCXeba4d6u6TX,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:40051178:ar37Hs4furdw8dagkD7wcF,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,progressive muscle degeneration,Disease - Phenotype (positive),:40051178:UomLHHcWBojnbJufimtZFK,APPROVED(NODE_ALL_EXISTS)
Pgc-1α4 mRNA,DMD,Drug - Disease (indication),:40051178:CYWnKQ3Tz7qeoB8YmuU4Ps,ONLY_ONE_SIDE_SYNONYM
torque reduction,PGC-1α4,Phenotype - Protein,:40051178:g8rBjGKVunV62nSrpF6Mba,TWO_SIDE_NO_SYNONYM
myofiber injury,PGC-1α4,Phenotype - Protein,:40051178:LyExjZ6NH2pqurGhHiM45k,TWO_SIDE_NO_SYNONYM
mitochondrial activity,PGC-1α4,Biological process - Protein,:40051178:HW7PVhDQqeRxun6CnB5tJP,ONLY_ONE_SIDE_SYNONYM
metabolic gene expression,PGC-1α4,Biological process - Protein,:40051178:3geecZUCeHwAJ5FmNupDUU,TWO_SIDE_NO_SYNONYM
muscle oxidative capacity,PGC-1α4,Biological process - Protein,:40051178:UVQc5JYyK5YjowFtbkVKyi,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,X-linked recessive disorders,Disease - Phenotype (positive),:40051007:7V6GRoNTju2VTjbZapgA2A,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,X-linked recessive disorders,Disease - Phenotype (positive),:40051007:RkLQpByC6R3hsaEypoEYYt,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin gene,Disease - Protein,:40051007:85vEVa89RZcZuZRAEiDz6K,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,dystrophin gene,Disease - Protein,:40051007:eZSzBCREmoTGcjjmxfNjrZ,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,rapid progression,Disease - Phenotype (positive),:40051007:7XFY2N4yS5TSkAfCWSiuyg,APPROVED(NODE_ALL_EXISTS)
Becker muscular dystrophy,"milder, later onset with slower progression",Disease - Phenotype (positive),:40051007:cYSkAyFJKA6yNrCjFvU6TM,ONLY_ONE_SIDE_SYNONYM
dystrophinopathy,progressive gait difficulty,Disease - Phenotype (positive),:40051007:AbrLC32Dk99j7bsMMgRDqX,ONLY_ONE_SIDE_SYNONYM
dystrophinopathy,lower limb weakness,Disease - Phenotype (positive),:40051007:DN2GavR7Bef6bTxXKoLddy,APPROVED(NODE_ALL_EXISTS)
dystrophinopathy,recurrent falls,Disease - Phenotype (positive),:40051007:S9Fjn3CUHoRJfvvynAsoDm,ONLY_ONE_SIDE_SYNONYM
dystrophinopathy,Gowers' sign,Disease - Phenotype (positive),:40051007:YqSye4mLZMoctwUTmJDuUT,APPROVED(NODE_ALL_EXISTS)
dystrophinopathy,pseudohypertrophy,Disease - Phenotype (positive),:40051007:4e5BpDPigLkYSm4P3hZHVq,ONLY_ONE_SIDE_SYNONYM
myopathy,elevated serum creatine kinase,Disease - Phenotype (positive),:40051007:TPghwo9TViwh4Egja3WN7H,APPROVED(NODE_ALL_EXISTS)
myopathy,dystrophic changes,Disease - Phenotype (positive),:40051007:deQ4WUockHAXx7vZhji7JS,APPROVED(NODE_ALL_EXISTS)
X-linked dystrophinopathy,Duchenne muscular dystrophy gene,Disease - Protein,:40051007:AH5nbEpHb73neUCTcWZUuv,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,severe muscle wasting disease,Disease - Phenotype (positive),:40036851:JJy9AuzBpzo87xbrVJZLLt,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,Dmd gene,Disease - Protein,:40036851:CjoKWTpPAyre8udU4Gbxgf,ONLY_ONE_SIDE_SYNONYM
TEI-SARM2,muscle wasting diseases,Drug - Disease (indication),:40036851:4z2YpdVeHx9fbMRtGSdmfM,TWO_SIDE_NO_SYNONYM
TEI-SARM2,DMD,Drug - Disease (indication),:40036851:jSmSGXYx4c8KVraxEMctjN,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:40035839:jtuUuWtmVYSZx4v5ni8n82,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,X-linked muscular dystrophy,Disease - Phenotype (positive),:40035839:CqNCjLN7NwbEHfQAqn352Y,NO_ID
DMD,muscle weakness,Disease - Phenotype (positive),:40035839:h3eSskbgWyNgNBRwBc5oLQ,KG_ALREADY_EXISTS
DMD,cardiomyopathy,Disease - Phenotype (positive),:40035839:CE7tHYYQinT7bWbYDs5wBf,KG_ALREADY_EXISTS
DMD,cardiac involvement,Disease - Phenotype (positive),:40035839:BX7uV2VLVnw8mnMYT4WS9j,ONLY_ONE_SIDE_SYNONYM
mosaic of dystrophin positive and negative fibers,dystrophin,Phenotype - Protein,:40035839:DWVoFwjfPoUkcoAUdfCLNK,ONLY_ONE_SIDE_SYNONYM
DMD,cardiac complications,Disease - Phenotype (positive),:40035839:A5t4pmmbWVJfR5MMkyqRFm,ONLY_ONE_SIDE_SYNONYM
